n_items,n_distinct_skus,total_weight_kg,max_fragility,avg_fragility,n_fragile_items,n_temperature_sensitive_items,avg_historical_damage_rate,distance_km,warehouse_load_ratio,is_peak_hour,picker_experience_years,picker_avg_quality_score,picker_avg_picking_speed,rider_experience_years,rider_avg_rating,hour_of_day,had_quality_issue
24,11,8.68,61.381881258600075,22.118942731813487,3,4,0.03862429149318949,7.37,0.5587142594114407,0,2.205132438076884,85.31657662778561,6.294410691293174,0.05,4.991726055715733,16,0
19,15,9.74,60.57274721460848,56.243649406148585,7,0,0.07587839409842193,6.32,0.5217103877267038,0,0.05,69.12741214221717,2.9911719971838946,0.6160777450883979,4.709732239556187,22,0
8,6,4.82,14.204813721332945,0.0,0,0,0.005,4.74,0.39452884143894623,1,0.44412032051559946,86.67322349007665,4.699046051537956,1.0460061603019595,4.383475368435509,18,0
24,15,16.25,47.03328776156718,11.969117501898154,2,1,0.05627607088162264,5.27,1.0610579099103896,0,1.9321248133494744,87.07297188492001,6.1417301221094345,0.05,4.474479696632497,23,0
12,7,5.34,76.03471577480363,49.930100831397745,4,1,0.13764906053789214,5.99,0.622045529617031,1,0.05,75.95610661900479,4.583770732159294,2.1194544815102727,4.144138662887833,19,0
13,9,3.46,45.53689368831618,32.744977214630076,3,4,0.13884840933801557,0.5,0.80892657886119,1,0.05,72.47096487480052,8.219963312613189,2.4002744595622394,4.399291761936127,8,0
11,8,9.65,85.64254896951466,46.82867778376634,3,0,0.1261220973982016,10.1,0.696148546318873,1,0.22447759913052767,89.91615022777424,6.384241701505611,3.3646225282431255,4.629720037702354,19,0
4,3,0.89,54.74402572185357,34.70008354954423,0,0,0.13762324076670077,7.39,0.6257621834003201,0,2.7397119939310675,86.47775574900606,6.067769877522772,0.8649873442544265,4.7538215774355095,5,0
23,15,23.22,30.75561262663557,30.43121679185461,4,8,0.13840790320872523,3.55,0.8142361871669878,1,2.9635616012684647,99.40002300691502,8.254179361041196,0.05,4.227667655503028,9,1
1,1,1.13,20.28556922620589,20.039035780152414,0,0,0.04138719401324937,8.36,0.879199783452402,0,0.2422790848307661,86.36011508486783,5.450124700109327,1.5086162175820803,3.5391251948702873,16,0
5,3,4.55,46.372314753009576,8.731941569539984,0,0,0.10037280678222449,3.97,0.7484789916638606,0,1.8778336360457117,64.27234645446077,7.194190905631925,0.12348486292434302,4.67703432092681,6,0
6,3,4.78,77.10665359314648,65.85942837411497,2,0,0.14520678360610773,3.97,0.6338868586676184,1,2.877913251311353,66.67729409058157,6.501397742972033,1.960407913859191,4.147999411519474,18,1
7,5,6.0,100.0,69.48080033485738,3,0,0.005,7.5,0.3196693862969813,0,4.320128595378668,79.82300521846138,8.011091959290601,3.3014457128112857,4.735890584244533,4,0
4,2,3.41,13.890935871010647,12.148534995627955,0,0,0.005,11.72,0.4887681763457662,0,4.257877505484188,90.0896913781647,7.288299630645797,1.2043682208073647,3.789558294305035,3,0
1,1,1.13,16.586944127097382,10.71025975584714,0,0,0.005,7.12,0.5928700568311864,1,3.6580564330038388,85.20896143258335,7.628123862863471,1.8923299988952391,4.528757719127706,18,0
17,9,19.79,61.620171260308894,27.34899086671397,3,3,0.005,2.9,0.7056175751975932,0,1.3371525903609163,75.83195564604848,5.583249245060009,0.05,4.317031579178911,11,0
24,15,15.04,82.25322300061063,42.489570326989345,7,1,0.016951625580656562,4.59,0.09131703196691043,0,2.121150125272053,65.17318786279495,5.492508210603927,1.4163839637985183,4.220300054962509,22,1
3,2,2.45,33.076916684564075,30.999999424953273,0,0,0.04847187973638144,9.4,0.9168127103952414,0,2.314036333099357,96.68851876436402,6.338120948298665,4.406597111456601,4.9804521425367625,4,0
8,5,8.02,52.69492037020735,45.98944143544987,2,0,0.17073833101611854,7.62,0.8123807371551864,0,1.8534644802986526,96.2104507047679,7.617346111568736,2.8369728340382094,4.10789776982911,17,0
13,7,2.61,62.83299878462573,33.916523152549956,3,2,0.053751545004213364,9.84,0.49631889067604595,0,0.05,67.92731472059634,7.186488114085088,0.8279621031470117,4.943341974210743,5,1
23,11,16.72,53.6582331394568,32.47811488811686,5,0,0.005,7.57,0.37930191512031797,0,4.5057480265362635,88.6446605411241,7.903050307846219,0.31627039809885815,5.0,11,0
17,14,14.5,100.0,88.08773220893711,10,4,0.08997130378979339,9.08,0.4596769514066477,0,2.8924624376525916,84.55246997933263,4.987995090307326,1.9617390356896522,3.895109991296059,11,1
19,10,17.43,31.224229982989236,23.445528464903248,3,4,0.06866217545500232,14.05,0.23671089030480813,1,3.5920242346259186,88.8419063195502,4.106839505940762,2.763292978805681,4.035089268452177,20,0
14,12,7.96,100.0,71.07883164214005,7,1,0.03307208448854254,0.59,0.5812352384936281,1,3.2567880966720715,97.17947823842992,5.640081100936915,0.8488244788460799,4.334903902806666,9,0
11,5,5.45,73.72172958764973,66.830987488979,5,2,0.044686209669899044,15.63,0.6371774211535782,1,1.506510090234816,96.25244433320267,5.3309941829105725,1.7090725133457554,4.309359098368483,8,0
5,3,1.91,56.70003977707225,46.09005714486228,1,0,0.14402533578748006,9.75,1.0214626531370472,0,0.05,87.06357009897442,4.80532854326093,0.05,4.8417749797629375,11,1
21,14,15.91,12.971924968389473,0.0,0,6,0.005,16.5,0.8660035483841797,0,3.401226267661133,79.56232817708447,6.12489093399528,3.219089401171123,4.840809833134276,23,0
20,16,22.39,41.22659264474433,35.68326478798516,5,6,0.005,2.07,1.1364924847909224,1,3.2982646103029287,79.00568547450453,4.203141857799891,0.7155612020441571,4.203473311578892,9,0
1,1,1.1,45.126037586665376,23.676715337297967,0,0,0.10801013626495051,7.53,0.7392763002126528,0,2.663475107183643,79.81237679568393,5.499698309990846,2.9508495440958185,4.085960329473435,13,0
18,15,10.08,49.09499824076478,35.44199521169042,4,3,0.04316177032383412,6.64,0.38111032286242774,0,5.643899826429246,100.0,4.761578614343184,2.5226440144095057,4.267480050147123,1,0
3,1,1.37,35.92863058889148,11.61473056746659,0,0,0.17313254517398902,9.53,1.3092435890229983,0,1.2939790836363476,82.45208856315753,4.399078596042518,2.6931803107325516,4.486954888754609,14,0
18,12,17.8,66.3519983865044,51.637674879101155,6,4,0.07074180772811556,7.88,0.5885072430471213,0,1.696544795674174,89.79754428333109,4.286624696717446,1.6119202352419766,3.940869453934184,1,0
20,13,18.5,61.32661175756829,56.66967059644345,8,0,0.07397764581762953,7.43,0.15903591515848825,0,2.530677332457063,86.16037210279617,4.736549023889865,4.467748568091611,3.896301699185048,0,0
4,1,2.82,95.64442973070518,60.74053464547271,1,0,0.12719311224465052,9.12,0.7770998870482738,0,1.4044412146471577,72.10665843278002,7.428053582454038,1.023689385760795,4.098701716740625,6,0
11,7,6.48,46.978151164831544,26.59206823954025,2,3,0.005,5.57,0.14355141685322237,0,1.824381687750394,86.77760492364676,5.9914723733013115,4.490650277830751,4.21717265771657,4,0
3,1,0.97,24.566667354317836,11.692647754970988,0,0,0.10025516073925587,3.94,0.6703786044619262,0,3.852070582608508,75.37715272448888,6.700039688426381,2.3806005709813474,4.250466443780294,12,0
14,7,13.79,43.39158125334041,42.73699116235726,4,4,0.05806290809624626,7.81,0.5336458221256195,0,1.1640215333727586,72.53486656576332,6.131170609905919,2.185517113310258,3.597080690363854,5,0
23,16,18.8,97.54749392260298,73.6336350872723,12,1,0.141608399546529,3.93,0.8832916016760921,0,1.273037774188551,87.94223636391641,7.644532421117014,1.6541516894140016,4.228652193563574,5,1
2,1,1.15,67.82674516066564,36.526571961497744,0,0,0.04119336790201737,5.5,1.033737706589568,1,3.1241119474261723,69.35388218403365,7.402489381875952,2.168238176743227,3.877035211940185,21,0
10,4,11.19,70.9529859031513,44.9505358944662,3,2,0.09060932700802493,0.5,0.5863309794046816,0,0.08837602738385719,90.77532685218485,7.455017338210047,2.0147278121419347,4.426589370265716,15,0
24,10,20.63,61.3404567838984,29.831684190596047,5,3,0.05846214706699195,6.22,0.5613500225744703,0,2.068928158311795,87.70200684868291,6.165365862714691,4.614378185863252,3.8941587433032807,0,0
8,3,9.03,30.123088987069995,23.923655470293212,1,0,0.1047739708209672,2.29,0.9653516373436786,1,1.985037099720927,94.64920574690714,6.434795969334177,0.17866282946204093,4.529451443524375,18,0
4,1,2.7,88.35018979392954,49.482070649298976,1,0,0.0649312292424748,5.87,0.4316309405675382,0,3.202648922746295,86.79973723123781,4.376528264773166,1.7085900786533117,4.330183724210767,17,0
12,8,7.86,41.119862641048364,32.66653111854495,2,2,0.09573862323212731,1.66,0.7225640160296039,1,3.485272596851369,72.44401389129793,5.235680213681934,0.5803979011611269,4.968156189160973,21,0
13,6,14.78,54.54868803658276,43.87750405364526,4,0,0.1851943209493302,5.92,0.8895222860293088,0,1.944228232814427,93.1420323825064,7.823082154759045,1.1370217462226893,4.513461463657843,12,0
16,13,18.56,66.65833337004469,46.165150860094606,5,5,0.06284079651513727,9.6,0.4232908664394399,0,2.062531302814251,93.65820212873237,5.504814242805454,2.026161899620712,4.321064075836996,22,0
8,4,9.29,42.85319154000338,42.64537046105598,2,2,0.10416496538422843,3.62,0.5947747410059726,0,2.1437035830358773,90.93462980610595,6.040203553329229,4.257091432562813,4.377423985183919,22,0
23,10,23.43,64.97075655127102,47.272817026530284,7,7,0.21718807561855014,2.27,0.7353165823840027,1,1.7072685688481806,89.33096210077106,7.574094304055757,2.7239702513874056,4.419923185594833,8,1
13,10,8.61,24.062884887790773,16.233873879277986,1,1,0.10339127124733265,9.13,1.1657549750817082,0,4.267171889919485,67.22089847021984,6.922837138929809,0.5652197768109952,4.161184187832423,1,0
7,3,2.87,44.85207889717992,14.891354160369708,0,1,0.005,9.65,0.276684103565286,0,3.002826211053518,90.55973875782256,6.507233901374565,1.5597866565282195,4.296982600804325,22,0
24,14,14.0,64.37246002190892,34.062324654640356,5,2,0.040024220452634235,7.7,0.6477825152869359,0,4.225956973936614,69.50849808972015,6.053847316189832,3.7287899582748523,4.195392518180958,15,1
23,20,26.18,59.22104473987053,34.59165095425255,5,2,0.007775052945219532,4.14,1.173810973737103,1,0.7971493607832272,75.78373915288012,7.951449960855006,1.1232846111657142,4.255502496710538,21,1
12,10,6.76,40.37630482497764,23.508897812168172,2,0,0.13531778670605252,3.48,1.0399720078781365,0,4.201925765929359,73.68329633751365,5.300270391049497,2.2028030123129616,4.215466421805778,1,0
1,1,0.96,52.71136719827928,40.30200652112286,0,0,0.07437083860880596,4.67,0.6035506431005253,0,2.3912350230075563,66.31389775050805,7.064288100893277,2.613307644121177,4.2503839948255,7,0
15,6,16.85,88.07926247230937,54.98078347834887,5,3,0.14381107955249012,5.76,0.6750392125353263,0,3.2947005954956228,83.77363540161856,5.986326289196701,1.6709850705209612,4.380395301034317,0,0
14,9,16.39,81.40900599992591,61.1252612313767,6,0,0.11669340767221326,0.5,0.8607999007333932,1,0.05,81.68917524897023,7.457607994794381,0.6306710704078899,4.620205656773822,8,1
4,3,4.59,85.92843263607116,66.06976119823743,1,0,0.11643442886587457,2.07,0.8680447710025245,1,4.802178685906357,95.28226440278166,7.613646584423785,2.3772772633323584,4.765269890837434,18,0
16,13,12.08,10.611678968048102,6.074363412741928,0,2,0.006601566402705025,11.0,1.1823492774748903,0,2.904773821292838,94.05310876310205,6.688268586001395,5.457632634525144,4.14713923018139,4,0
21,9,14.53,18.149353292651274,9.414031378414641,1,5,0.1102936772231741,6.83,1.0960107724870753,1,5.182002880388535,83.7689167192858,8.378608706500954,1.3009491309079515,3.832654396681327,8,1
3,1,3.56,43.04737302101679,28.62780134428378,0,0,0.1619953963936056,10.91,0.2161983330683097,1,3.9789128962632967,89.88114536936715,7.734976068957493,1.1967183036170104,4.710837798018393,20,0
18,10,7.53,64.72041761351593,36.76630390216228,4,3,0.005,10.06,0.14173240401683362,0,0.05,80.95781255574286,5.968329067825513,3.1123209376054457,5.0,7,0
4,1,1.55,63.565643563002595,29.754803915146244,0,0,0.060971395493887914,4.75,0.5097144866697552,0,4.63453530268702,80.89540664852196,6.876643072424851,5.575030803858121,4.608696144127848,12,0
18,13,20.94,62.55634580918229,22.841934735983912,2,3,0.10126513092645573,4.81,0.05162208487155695,1,2.499023039464964,83.25594987398485,6.952671446264708,0.7247354882636281,4.263770381818403,10,0
11,5,9.78,45.400082773761866,28.30279871565781,2,2,0.08588095569475677,9.87,1.1593531701685085,0,3.2270670213393102,80.49268908344281,8.19846889719479,0.22701771590412712,4.486607136594352,4,0
1,1,0.74,63.761077982786006,45.632904093515066,0,0,0.1661952265864054,9.03,0.1764377767118106,0,3.0670674891048293,84.1206345968718,3.8649141912288276,3.1944073512274227,4.459511951075637,22,0
24,10,7.97,36.3907278154562,5.74830617057529,0,1,0.12371044415136499,9.95,0.5952894884896676,1,2.0420543065726986,88.6344024880723,8.419232706529161,3.2288925522058705,4.382249492286824,19,0
4,2,2.85,99.40293685391686,86.55385779691625,2,1,0.10436551335635874,5.95,0.3950889046795739,1,1.5528624889897717,69.8032947074483,3.692910054300393,0.5357267662771352,4.038083190152681,9,1
15,7,17.16,57.08257699501941,35.46185795445459,3,0,0.12905609275546012,6.57,0.14451892065644212,1,3.3290222772920566,77.91892116913651,7.2879945085036155,1.5540622088561742,4.792709041415351,20,0
5,3,4.01,85.19933559847374,58.11864267303196,2,0,0.125857372528894,4.98,1.1132640079321208,0,0.8684670786651651,89.75875207423302,7.275524374391948,0.262628102749938,4.080322743074101,11,0
23,10,13.91,31.689880738966146,22.23989231078083,3,1,0.0824641464463442,5.79,0.49814271419608924,0,2.2452039439910525,76.4573392095229,6.13188542776418,1.4497644144145252,4.782063311549254,15,0
18,15,13.52,58.819289010958954,47.63569103554491,6,5,0.058710788270678715,3.26,1.3674667011773276,0,4.442957853487279,76.66788958318512,7.542366474144097,1.5672567341924561,4.613593391775563,7,1
20,9,21.72,51.449629089791294,37.202003602228665,5,3,0.13941857919076117,5.7,1.1918916057549394,1,0.2488318157729148,92.15454047566018,4.360144319714099,3.4272848884381064,4.9643638181381595,9,0
11,7,12.24,76.9571780667202,53.849784665542444,4,3,0.03541526603151616,5.36,0.6988910353304747,0,1.8817398278791477,74.60049142578592,5.063894380211298,3.836380121669186,4.685493140628173,22,1
12,5,7.2,41.446385947726455,30.629767807877457,2,3,0.07566328333223418,4.17,0.05,0,4.068965396200136,86.33450798163409,4.592169318612886,1.856124532365168,3.4682444103501893,5,0
16,7,12.93,77.46110977629266,69.13439847597292,7,4,0.010595983107967166,9.16,0.5809297955318307,1,0.8910371405783175,83.49813169936111,5.306932084975578,4.2536565572222,3.8341536163618097,9,0
19,9,9.1,8.15509998619758,2.1747713552850314,0,1,0.12390053906064181,0.5,1.5000649917449609,1,0.05,90.87585711518062,8.355292049061505,3.439016183300472,4.423422222936763,18,0
21,8,13.67,88.25862017849403,55.886224264356514,8,2,0.15395137317542498,7.35,0.8498683796462599,0,0.05,81.33899935119994,8.70374740838518,0.05,5.0,7,0
1,1,0.42,73.05069451227939,37.611834621727056,0,0,0.023867108561087987,2.31,0.6414436082837497,1,1.4477219976081213,74.09503246725221,6.327630886087705,3.698914145763199,4.238823228526711,18,0
16,10,11.7,48.785690464995795,12.596812635795242,1,5,0.07076423763893235,2.61,0.4859906652922805,1,4.894705037733765,75.47804478892567,6.824469682215909,3.213304986519586,3.8473707640018593,9,0
3,2,2.33,100.0,77.94544914103642,1,0,0.05119605421865146,2.95,1.0105175712545715,0,0.979610601003053,98.55868021941866,9.929729672598727,4.882789773159608,4.715521569866091,12,0
7,3,3.76,81.1629189115319,75.67134998448674,3,2,0.1445195785657737,7.88,0.8293967494080392,0,1.7392543780575855,76.66371756107142,5.747157789639144,2.4001058650535687,5.0,23,0
20,12,9.44,3.910077652189763,0.0,0,4,0.16501828920981493,0.5,0.7993624188406854,0,2.2849354174532195,76.01015540197842,5.2832760996246275,4.659581889008686,4.079362046206585,17,1
7,4,2.46,58.855829690558075,38.88925652160815,1,1,0.051254390360393656,6.67,1.0976369834605384,0,3.969782429678819,77.3833356697559,8.136596957344022,0.05,4.185110080672164,22,0
20,10,6.79,71.38165432640947,50.524576204076205,7,3,0.005,6.18,1.0788370880895133,0,3.571227484874509,79.29388888452695,5.550720039241,1.3353063967572294,5.0,4,1
12,7,10.94,74.03043348139471,44.71750578299193,3,1,0.14916806611067235,2.12,0.8530338759573228,1,1.9545463648233237,77.91889667706317,4.755313511268051,0.05,3.886660204795398,20,1
6,2,2.53,77.25688152837388,68.34165138212552,2,0,0.08270569459217907,6.73,0.14459649140389563,0,3.1591442611115483,87.64645114266541,8.058594162102704,1.5379256530050833,3.970630340576177,12,0
9,4,2.86,100.0,63.76791956532152,4,0,0.08293720870372279,1.15,0.35619419222526594,1,3.8975405299788406,83.01621445767888,8.938143898149828,2.2491139299014025,3.964718625806181,18,0
13,8,15.59,53.231313558786674,40.834121838978,3,0,0.13782282756257186,5.82,0.4841953593107135,0,0.05,76.09785399604559,5.609636834114835,1.961842479716178,4.464882893732585,7,0
19,17,8.74,100.0,85.096279473056,11,0,0.058158933563856305,1.0,0.6869556221480494,0,1.5971204094188622,89.22543791184216,6.437024738810699,3.3965138017377643,4.283992740142727,17,0
15,13,16.44,90.17916779643822,55.61062349956669,5,1,0.042183456460765094,14.2,1.2246532646560133,0,0.2789189256388154,84.81682893750069,8.09372575313309,5.7174443724924515,4.156748833292817,23,1
23,20,18.61,48.20680544557552,27.268881106085708,4,5,0.05865749521671435,9.45,1.418411892673915,0,1.0374380797121956,95.26932603914484,5.132675018749503,1.4615816872234308,4.748083567440215,11,1
21,12,19.22,52.99065070710975,22.848352913776264,3,4,0.10934518433623767,6.99,0.8370868252073901,1,3.2401404799896136,85.1638230732964,8.184175383054244,3.908050774220044,4.726199665845552,10,0
19,8,14.46,92.31456108171145,62.35351306541938,8,3,0.13273803539007936,2.18,0.8925710605767867,0,0.27955388143032245,80.71867075187077,9.105285105280938,3.066259649333032,4.976621953395208,12,1
15,8,5.71,49.1558568767277,17.55500701633028,1,3,0.17798922293795635,4.9,0.17107467803960508,0,5.895090539045821,79.96485811876042,4.277467471204834,2.5590584435347337,4.4211926962155,4,0
7,3,7.33,58.427688453791035,25.9857578519135,1,1,0.10420354638948776,5.06,0.5520277570177701,0,3.2544403684341474,83.45152007120477,4.085200244908732,3.284591906567029,4.707081696020349,13,0
10,4,10.28,45.4279362807396,29.72941838799334,2,1,0.07132245464129008,6.97,0.5064029676353821,0,1.2646236794775452,85.670036811654,3.595556277683075,1.4886038919520563,3.940336293959197,4,0
3,1,1.65,57.36662435712401,42.82437465207531,0,0,0.1331714522437595,7.59,0.4771725420039396,0,1.9895964377516517,81.97947773830369,5.566081821886224,3.58504752957404,4.686256527908892,16,0
9,5,8.67,62.88384002145065,30.7439160148452,1,0,0.021724510090300714,6.9,0.9029007684933398,0,0.1388196997731166,77.5926694382054,4.234290130287735,0.05,4.705787539355879,23,0
23,13,17.09,29.215055990738882,6.026640277436954,0,4,0.1651632934834645,7.37,0.5421628754477059,1,0.05,88.26652694795594,8.452065615416084,2.2381817178944545,4.081673809285234,18,0
11,5,12.2,84.87428558917581,60.565754235796796,4,2,0.09268261637401132,5.32,0.05,0,1.5833194831666917,86.3306466538403,4.765917373707267,1.5416093790260164,4.639688332805237,23,0
3,2,3.01,42.57991975849028,26.10322972672747,0,0,0.0662785839128077,7.37,0.9949088335773715,1,4.2936496932349275,82.18643609460305,5.76896372825326,5.733403395677525,4.4956620505126805,10,0
16,9,3.86,87.50316226052905,79.43857591358882,9,4,0.021918493341118006,3.45,1.1212227502330414,1,0.05,88.68419573751291,7.147212764162294,0.3856012405567224,4.582979320347704,19,1
24,19,25.9,59.965002929970034,41.68778015971647,7,2,0.11761639705274278,1.75,0.8008942494183964,0,4.172838778530727,81.23635526142016,5.014392970165049,2.740838533059141,4.777735999216523,13,0
21,10,24.54,100.0,62.8785646568475,9,3,0.06316300913378198,13.39,0.6411246919676473,0,1.9028934195501797,82.12162585978419,6.513074965028109,3.897290843104235,4.468831980278309,11,1
7,4,6.6,60.513628481896504,48.87895331197744,2,2,0.07434306311302807,7.66,0.3852141056518801,0,2.5818485705636127,88.31535284400333,7.661266092279306,1.159907196215882,4.862466947438964,15,0
11,5,3.52,74.81156762701129,63.93123797204578,5,2,0.005,13.22,0.4069451678396851,0,2.3168595226627122,90.00904166903642,12.07428507843032,2.058134371259711,3.9529755693685424,15,0
13,8,13.1,52.7788249453802,47.5474579178175,4,2,0.05391924353463765,4.9,1.0748368409610871,0,3.439130553001405,88.53336585828394,7.180152277850281,1.2400722705983425,4.053510372924901,1,0
6,2,5.08,59.42093198821283,40.17371434781974,1,1,0.04589016600032255,15.64,0.4380685020119868,0,3.9562734798268084,74.3542914501217,3.653052344492643,1.3504876645574952,4.334437852709103,16,0
7,3,3.77,70.59236585660965,59.051150020843366,2,0,0.10511376853926993,6.32,1.4044288473209083,0,1.856707812075284,85.7585604491768,7.74153272859082,4.534317529022771,4.090715178637641,12,0
6,4,6.5,100.0,89.69138652102515,3,1,0.06394121846736081,10.58,1.032365558128724,0,3.015751565232366,82.43509405249316,7.051496051085404,0.05,4.502665372199328,3,1
24,12,18.37,34.46945061744283,29.064467350692745,4,5,0.005,6.13,0.8188781842948342,0,4.281212268466865,85.91841979953544,7.3989954196782035,2.4170419060085564,4.264254439710439,4,0
18,8,18.95,62.38089303777297,52.48839372995031,6,0,0.055099275570568096,6.66,1.6500939658704783,0,3.50253345613078,100.0,6.3218606029600695,0.05,4.279788958695597,3,0
21,18,18.27,37.35865368396033,34.88461170477673,5,0,0.005,5.54,1.1465054954221006,1,1.538932475896644,79.89493241407284,8.080885124846823,3.43298949187932,4.26819177816666,19,0
20,8,9.77,47.7921346372377,46.13329845084676,6,6,0.017429304733565562,4.03,0.5493510042287201,1,1.887864359179921,82.22024756967676,6.047058364919433,1.4278123960336477,4.494750705417824,9,0
24,16,28.2,68.49322716677807,35.927488266683746,6,1,0.1402330747200836,9.92,0.3417231927199799,1,0.6215745718659098,76.3729270531382,7.04965933660551,0.05,4.396975105286043,10,1
3,2,2.31,36.23512418502101,0.0,0,0,0.005,5.96,0.551602473130304,1,5.108391669370057,80.08242584474921,6.865290828266503,1.7836703993796814,4.546186347746733,8,0
22,11,15.77,61.15144562451165,30.595892209760105,4,2,0.09769061801702361,9.32,0.6640570518448732,0,2.690360046817281,75.22606583490446,6.688790027769784,0.19343725107012055,4.24364603561952,17,0
2,1,1.21,91.59675041081964,56.99021160178775,0,0,0.04956678448063723,9.62,0.43458211736406094,0,0.05,71.2700246872174,5.910349419934984,3.4947182029038384,3.660980621006746,11,0
12,5,4.04,21.62930018957239,18.16545428809145,1,2,0.037997885503119236,11.66,0.30644174553170966,0,0.8562946561768912,62.44350208172459,8.509559081651565,3.5658454157075443,4.695315604444486,23,0
15,11,13.29,91.186192994756,55.26082174757395,5,3,0.02124056981165917,7.68,0.7824009081733094,0,1.954289923310789,75.04650345438829,8.978317547452107,0.29135064821132683,4.08722171663629,7,0
9,4,5.68,57.680995075418856,39.03940161658759,2,1,0.09917139872943884,0.5,1.010873437191707,0,4.347311446815008,75.73530969055008,9.979111977904438,2.823584165515343,4.51162739006876,22,0
4,1,4.54,61.53296123844136,30.787208321207398,0,0,0.10590829832690289,4.72,1.350195121111177,0,1.8943999939921077,81.4118453504469,6.734578672122523,1.037205278648989,4.3985464108440695,14,0
5,2,5.83,79.55823001293656,54.92793847623409,1,0,0.005,5.9,0.7268431992825095,0,3.166324089291166,76.60741024562442,6.9110490380468494,1.5727050750400342,5.0,15,0
20,17,19.35,63.97748660153934,49.982693958413755,7,4,0.1490314480721333,6.05,0.9108752942231015,1,1.0566210885243714,92.32497322624677,7.021446299158767,4.995879042494044,3.3269662999955516,18,1
8,6,3.54,54.84399687513698,44.252035566356774,2,1,0.008824151673003391,11.27,0.05208665576382476,1,3.2309646694560747,84.26752177811727,5.080652066704733,1.4439973169332565,4.136241727129297,21,0
8,6,7.33,62.07501095290396,57.34980446116911,3,1,0.1033165458975534,10.54,1.0005179965394109,1,4.281934181001292,89.42043823100721,8.096251842226682,4.205461889469165,4.549296434622589,20,0
23,16,5.07,55.97420709019032,39.46816303094877,6,3,0.009141968599037223,5.42,0.3469062133969827,1,3.4635201824408437,91.83041327171415,6.025001786178975,4.660018986274516,3.757675540136121,21,0
4,2,4.11,19.764108645181764,0.0,0,0,0.05245626964413023,15.72,0.80668125126209,1,0.05,95.86970417437324,7.570590328978628,1.5369694466330421,4.381528344904032,9,0
22,14,15.26,66.00594456084646,26.68134079108897,4,2,0.005,4.6,0.6849058571867899,1,1.9558842739537705,91.73004554600027,4.430508332821077,2.4385487895088045,3.7283415482310898,18,0
23,19,26.15,1.4916190531491136,0.0,0,1,0.048275562898486786,4.93,0.6153474421747654,0,0.5076585035124663,73.16192592234755,7.526516944256793,1.3077156475820852,4.395120801669847,7,0
15,9,8.67,73.06799266535286,49.462026176589944,5,3,0.0679415190437414,1.63,0.18069693009932752,0,3.273998733447641,90.59217182577493,8.820152269014903,2.042973888285294,4.413760526253001,11,0
4,2,1.85,75.7161893415801,54.71639646444529,1,1,0.011040882349827752,0.5,0.4350484020792417,0,2.312393482873273,85.20353435845804,5.3438034556407175,3.00840537502644,4.68295137014285,3,0
4,2,4.78,56.63329693934515,55.71744932692692,1,0,0.09886648020036135,1.28,0.3659146813126219,1,4.938667175403683,95.46505712788401,5.737358925283296,1.8951152511437581,4.507465856612881,10,0
7,4,5.11,58.949776623156474,45.76008338305569,2,0,0.10672592522425067,10.05,0.4920687174648394,0,1.6682257293363638,82.25790923753715,5.687327634612681,2.611844795142563,4.011077653287076,13,0
14,6,14.88,73.21144976673081,56.29435284656457,5,4,0.24236177203385967,8.97,1.113852275177157,1,2.316526567277428,93.44514501016775,5.688910495005045,0.9816006834375512,4.421234299688697,20,1
4,2,4.44,20.08551702768419,0.3147265581158578,0,0,0.13572174897323447,2.47,0.576553057985929,0,2.0028991534290412,82.99883878868796,8.957693294635067,0.6786980741539255,4.525508092644819,0,0
11,6,7.9,41.97177116014403,32.63352772052567,2,1,0.15058522148390366,6.4,0.46448310169340123,0,3.3499436673730605,83.39749972104842,6.769020598817759,1.473509110322511,4.034397156482024,14,0
3,2,1.97,5.2358570421163915,3.871848246219269,0,0,0.005,9.23,0.9273445922798933,1,0.645443658798353,88.6602602571169,4.8330142269379,2.239779914774178,4.787376782922567,20,0
13,7,9.79,38.8704730326626,27.11674851827044,2,1,0.005,0.5,0.8143037501485104,1,0.5998187830568797,78.85425343847822,5.099361493469887,3.9631532927859268,4.6230644696379715,18,0
1,1,1.05,100.0,70.55753819052066,0,0,0.06218056571432106,13.09,1.4113013156179255,0,1.298727804431773,87.52665916519723,2.8877033831773944,1.7523768594047837,3.746600258367604,11,1
18,11,20.96,91.36553306317862,59.051218011803265,7,5,0.18720897804268188,10.21,1.0538937377568751,1,3.135621403672318,66.81481499666322,5.1931682208870695,2.643370483889144,4.406263957433174,9,1
2,1,1.06,56.80030992250392,49.570278942437284,0,0,0.22846177035148063,9.24,0.05,0,3.862577567056874,86.83551463068521,4.316758294587936,0.615320807239158,3.9851411170269686,14,0
5,2,4.69,56.8563615970922,31.00435497078585,1,1,0.03874785584255305,10.81,0.9818115920895728,0,2.051158658152893,69.28194898391861,4.397898117465827,3.316154929616514,3.603759899781121,16,1
5,4,2.43,50.08680973314408,13.1409147421972,0,0,0.04482663205426222,0.5,0.9401532435327536,1,3.146475244389755,87.54334180314046,5.816187470424453,1.442841901147546,4.168153291658328,9,0
20,12,16.22,45.99891668119807,39.11460904325744,5,1,0.11263363373673643,5.13,1.2808222560980198,0,3.0127358295318536,50.79324842660502,4.624669203094828,1.6938903774528238,4.246500330658402,13,0
